Project ID,Application Name,Application Namespace,Platform,Version,Version Code,File ID,Test Case,Scan Type,Severity,Risk Override,CVSS Score,Findings,Description,Noncompliant Code Example,Compliant Solution,Business Implication,OWASP,OWASP Mobile Top 10 (2024),CWE,MSTG,OWASP MASVS (v2),OWASP API 2023,ASVS,PCI-DSS,GDPR,NIST SP 800-53,NIST SP 800-171,SAMA,PCI-DSS (v4.0),Created On
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Content Provider File Traversal Vulnerability,Static,Passed,,0.0,,"Depending on the implementation of `ContentProvider`, use of the method can
lead to a directory traversal vulnerability.","This non-compliant code example tries to retrieve the last segment from the
path paramUri, which is supposed to denote a file name, by calling
`android.net.Uri.getLastPathSegment()`. The file is accessed in the pre-
configured parent directory IMAGE_DIRECTORY.

    
    
    private static String IMAGE_DIRECTORY = localFile.getAbsolutePath();
    public ParcelFileDescriptor openFile(Uri paramUri, String paramString) throws FileNotFoundException {
        File file = new File(IMAGE_DIRECTORY, paramUri.getLastPathSegment());
        return ParcelFileDescriptor.open(file, ParcelFileDescriptor.MODE_READ_ONLY);
    }
    

This non-compliant code example attempts to fix the first non-compliant code
example by calling `Uri.getLastPathSegment()` twice. The first call is
intended for URL decoding and the second call is to obtain the string the
developer wanted.

    
    
    private static String IMAGE_DIRECTORY = localFile.getAbsolutePath();
    public ParcelFileDescriptor openFile(Uri paramUri, String paramString) throws FileNotFoundException {
        File file = new File(IMAGE_DIRECTORY, Uri.parse(paramUri.getLastPathSegment()).getLastPathSegment());
        return ParcelFileDescriptor.open(file, ParcelFileDescriptor.MODE_READ_ONLY);
    }
    ","By using the canonicalized path, directory traversal will be mitigated even
when a doubly-encoded path is supplied.

    
    
    private static String IMAGE_DIRECTORY = localFile.getAbsolutePath();
    public ParcelFileDescriptor openFile(Uri paramUri, String paramString) throws FileNotFoundException {
        String decodedUriString = Uri.decode(paramUri.toString());
        File file = new File(IMAGE_DIRECTORY, Uri.parse(decodedUriString).getLastPathSegment());
        if (file.getCanonicalPath().indexOf(localFile.getCanonicalPath()) != 0) {
            throw new IllegalArgumentException();
        }
        return ParcelFileDescriptor.open(file, ParcelFileDescriptor.MODE_READ_ONLY);
    }
    

For example, the following double encoded string will circumvent the fix.

    
    
    %252E%252E%252F%252E%252E%252F%252E%252E%252Fdata%252Fdata%252Fcom.example.android.app%252Fshared_prefs%252FExample.xml
    

The first call of `Uri.getLastPathSegment()` will decode ""%25"" to ""%"" and
return the string:

    
    
    %2E%2E%2F%2E%2E%2F%2E%2E%2Fdata%2Fdata%2Fcom.example.android.app%2Fshared_prefs%2FExample.xml
    

When this string is passed to the second `Uri.getLastPathSegment()`, ""%2E"" and
""%2F"" will be decoded and the result will be:

    
    
    ../../../data/data/com.example.android.app/shared_prefs/Example.xml
    ","Directory Traversal exploits allow attackers to escape the context of the
sandboxed application and read/write local files compromising the
application/device.",,M8,CWE-23,MSTG-PLATFORM-2,MASVS-CODE-4,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Unprotected Exported Provider,Static,Passed,,0.0,,"The Android application exports a Content Provider for use by other
applications, but does not properly restrict which applications can launch the
component or access the data it contains.",,"If you are using a Content Provider for sharing data between only your own
apps, it is preferable to use the `android:protectionLevel` attribute set to
""signature"" protection. Signature permissions do not require user
confirmation, so they provide a better user experience and more controlled
access to the content provider data when the apps accessing the data are
signed with the same key

If the Content Provider is called within itself, then don't export it or use
Intent-Filter for custom permissions","Attackers may use non-privileged services to intercept and track the user's
activity. Furthermore, it may be possible to insert data that may maliciously
modify the behaviour of the application.",,M8,CWE-926,"MSTG-PLATFORM-3, MSTG-PLATFORM-4",MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,PhoneGap Debug Logging,Static,Passed,,0.0,,"While using PhoneGap to develop application, always stop debugging logs via
PhoneGap",,"If using Cordova, please publish the plugin using

    
    
    cordova build android --release
    

If using PhoneGap, please turn of all console.logs() and other logging codes
before publishing

Also, Loglevel should be set to "" **INFO** "" in "" _config.xml_ ""

`<preference name=""loglevel"" value=""INFO"" />`","An attacker can attach a debugger and change the logical flow of the
application. Additionally, sensitive logs can get leaked which can be used to
determine the URL endpoints of the application.",,M8,"CWE-779, CWE-532",MSTG-STORAGE-3,MASVS-STORAGE-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,PhoneGap Whitelisted URLs,Static,Passed,,0.0,,"While using PhoneGap to develop application, always try to whitelist the URL
via which it connects",,"Cordova adheres to the W3C Widget Access specification, which relies on the
`<access>` element within the app's `config.xml` file to enable network access
to specific domains. For projects that rely on the CLI workflow described in
The Command-Line Interface, this file is located in the project's top-level
directory. Otherwise for platform-specific development paths, locations are
listed in the sections below:

The following examples demonstrate whitelist syntax:

Access to google.com:

    
    
    <access origin=""http://google.com"" />
    

Access to the secure google.com:

    
    
    <access origin=""https://google.com"" />
    

Access to the subdomain maps.google.com:

    
    
    <access origin=""http://maps.google.com"" />
    

Access to all the subdomains on google.com, for example, mail.google.com and
docs.google.com:

    
    
    <access origin=""http://*.google.com"" />
    

Access to all domains, for example, google.com and developer.mozilla.org:

    
    
    <access origin=""*"" />
    

This is the default value for newly created CLI projects which not secured.","Without Domain Whitelisting, an attacker can load any domain in an iframe and
any script on that page within the iframe can directly access Cordova
JavaScript objects and the corresponding native Java objects.",,"M2, M5",CWE-185,MSTG-PLATFORM-2,MASVS-CODE-4,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,PhoneGap HTTPS Whitelist Bypass,Static,Passed,,0.0,,"In PhoneGap if regex is used to whitelist, this checks if HTTPS can be
bypassed from that regex",,"Domain whitelisting is a security model that controls access to external
domains over which you application has no control. Cordova's default security
policy allows access to any site. Before moving your application to
production, you should formulate a whitelist and allow access to specific
network domains and subdomains.

Cordova adheres to the W3C Widget Access specification, which relies on the
`<access>` element within the app's `config.xml` file to enable network access
to specific domains. For projects that rely on the CLI workflow described in
The Command-Line Interface, this file is located in the project's top-level
directory. Otherwise for platform-specific development paths, locations are
listed in the sections below:

The following examples demonstrate whitelist syntax:

Access to google.com

    
    
    <access origin=""http://google.com"" />
    

Access to the secure google.com:

    
    
    <access origin=""https://google.com"" />
    

Access to the subdomain maps.google.com:

    
    
    <access origin=""http://maps.google.com"" />
    

Access to all the subdomains on google.com, for example, mail.google.com and
docs.google.com:

    
    
    <access origin=""http://*.google.com"" />
    

Access to all domains, for example, google.com and developer.mozilla.org:

    
    
    <access origin=""*"" />
    

This is the default value for newly created CLI projects which not secured.

Also upgrade your PhoneGap or Apache Cordova application to the latest version","An attacker can bypass the Cordova's white-listing mechanism and initiate
connections to unauthorized remote servers. This may aid in further attacks.",,"M2, M8",CWE-185,MSTG-PLATFORM-2,MASVS-CODE-4,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Cordova Remote Start Page Manipulation Vulnerability,Static,Passed,,0.0,,"According to CVE-3500 Apache Cordova had a vulnerability to change the start
page",,Upgrade PhoneGap or Apache Cordova to the latest version.,"With Cordova 3.5.0 or prior, attackers may:

  * Open and send data to arbitrary applications.
  * Bypass the HTTP whitelist and connect to arbitrary servers.
  * Change the start page via a crafted intent URL.",,"M2, M8",CWE-20,MSTG-CODE-5,MASVS-CODE-3,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,PhoneGap Error URL Redirection Vulnerability,Static,Passed,,0.0,,"Android application which uses older version of PhoneGap is vulnerable to
Error URL redirection to arbitrary website as defined by CVE-3500",,Upgrade Phonegap or Apache Cordova to the latest version.,"With the presence of this vulnerability, attackers may:

  * Open and send data to arbitrary applications.
  * Bypass the HTTP whitelist and connect to arbitrary servers.
  * Change the start page via a crafted intent URL.",,"M2, M8",CWE-601,MSTG-CODE-5,MASVS-CODE-3,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,PhoneGap HTTPS Bypass Vulnerability,Static,Passed,,0.0,,"Deprecated Android PhoneGap application is affected with CVE-3501 via which
attackers can downgrade HTTPS connection to HTTP",,Upgrade Phonegap or Apache Cordova to the latest version.,"The attacker can open a WebSocket connection from the application JavaScript
which will connect to any remote server bypassing the HTTP whitelist.",,"M2, M8",CWE-185,MSTG-CODE-5,MASVS-CODE-3,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,PhoneGap JavaScript Injection,Static,Passed,,0.0,,"Application using older version of Phonegap has Javascript Injection
Vulnerability",,Upgrade Phonegap or Apache Cordova to the latest version.,"With the presence of this vulnerability, attackers may:

  * Open and send data to arbitrary applications.
  * Bypass the HTTP whitelist and connect to arbitrary servers.
  * Change the start page via a crafted intent URL.",,"M2, M4",CWE-749,MSTG-PLATFORM-6,MASVS-PLATFORM-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Remote URL Redirection Vulnerability,Static,Passed,,0.0,,"Android application which uses older version of PhoneGap is vulnerable to URL
redirection to arbitrary website as defined by CVE-3500",,Upgrade your Phonegap or Apache Cordova application to the latest Version,"With the presence of this vulnerability, attackers may:

  * Open and send data to arbitrary applications.
  * Bypass the HTTP whitelist and connect to arbitrary servers.
  * Change the start page via a crafted intent URL.",,"M2, M8",CWE-601,MSTG-CODE-5,MASVS-CODE-3,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Insufficient Transport Layer Protection,"Static, Dynamic",Passed,,0.0,,"Insufficient transport layer protection issues happen when the data is sent
from the mobile app to the server over unsecure channels. Whether the data is
transmitted through the carrier network or through WiFi, it will end up
through the Internet either way before it could reach the remote server. There
are several ways where unprotected data transmitted over the network could be
sniffed; things like routers, proxies, cell towers, are some of the few ways
data could be sniffed while in transit.","Using HTTP with SSL or TLS to connect to internet, or without a proper
certificate the connection can be easily eavesdropped by attacker without the
knowledge of the user.

    
    
    String link = ""http://www.google.com"";
    URL url = new URL(link);
    
    HttpURLConnection conn = (HttpURLConnection) url.openConnection();
    conn.connect();
    
    InputStream is = conn.getInputStream();
    BufferedReader reader = new BufferedReader(new InputStreamReader(is, ""UTF-8""));
    String webPage = """", data="""";
    while ((data = reader.readLine()) != null) {
       webPage += data;
    }
    

An attacker can perform a MITM attack and the user wouldn't even know that
someone is eavesdropping the connection.","Applications should make sure that they do not send sensitive information to
log output. If the app includes a third party library, the developer should
make sure that the library does not send sensitive information to log output.
One common solution is for an application to declare and use a custom log
class, so that log output is automatically turned on/off based on
Debug/Release. Developers can use ProGuard to delete specific method calls.
This assumes that the method contains no side effects.

Never use HTTP URL to download data. Instead, create a valid HTTPS request
through which only sensitive data can be downloaded.","The violation of a user's confidentiality may result in:

  * Identity theft
  * Fraud
  * Reputational Damage",,,CWE-319,MSTG-NETWORK-1,MASVS-NETWORK-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,JavascriptInterface Remote Code Execution,Static,Passed,,0.0,,"Application seems to use `JavascriptInterface`. An attacker can use it to do a
Remote Code Execution on your application and steal sensitive information.","This non-compliant code example shows an application that calls the
`addJavascriptInterface()` method, and hence is not secure for API level
JELLY_BEAN and lower.

    
    
    WebView webView = new WebView(this);
    setContentView(webView);...
    class JsObject {
        private String sensitiveInformation;
        ...
        public String toString() {
            return sensitiveInformation;
        }
    }
    webView.addJavascriptInterface(new JsObject(), ""injectedObject"");
    webView.loadData("""", ""text/html"", null);
    webView.loadUrl(""http://www.example.com"");
    

JavaScript can now control the host. Java reflection could be used to access
any of the public methods of an injected object, using the permissions of the
app.","  * Compliant code could refrain from calling the addJavascriptInterface() method.
    
        WebView webView = new WebView(this);
    setContentView(webView);
    

  * Another compliant solution is to specify in the app's manifest that the app is only for API levels JELLY_BEAN_MR1 and above. For these API levels, only public methods that are annotated with JavascriptInterface can be accessed from JavaScript. API level 17 is JELLY_BEAN_MR1.
    
        <manifest>
        <uses-sdk android:minSdkVersion=""17"" />
        ...
    </manifest>
    ","The app may be susceptible to JavaScript scripting attacks from user-supplied
content or content from HTTP causing loss of sensitive information.",,"M4, M8",CWE-749,MSTG-PLATFORM-7,MASVS-PLATFORM-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,App Extending WebViewClient,Static,Passed,,0.0,,"The default handling of WebViewClient should handle the onReceivedSSLError
properly, which might break certificate validation","The following code shows how onReceivedSslError was used to bypass the check
in WebViewClient:

    
    
    public class SSLAcceptingWebViewClient extends CordovaWebViewClient {
        public SSLAcceptingWebViewClient(DroidGap ctx) {
            super(ctx);
        }
        @Override
        public void onReceivedSslError(WebView view, SslErrorHandler handler, SslError error) {
            //proceed or pass
            handler.proceed(); // Ignore SSL certificate errors
        }
    
    }
    ","This can be fixed by using the onReceivedSslError to stop or notify the user
and the application.

    
    
    public void onReceivedSslError(WebView view, SslErrorHandler handler, SslError error)  {
        //STOP OR ALERT THE USER
    }
    ","If proper implementation of SSL is not used, sensitive data may leak from the
vulnerable SSL communication channel.",,M5,CWE-749,MSTG-PLATFORM-6,MASVS-PLATFORM-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Insecure SSLSocketFactories,Static,Passed,,0.0,,SSL Implementations are not proper in this application,"The following code implements a custom MySSLSocketFactory class that inherits
`javax.net.ssl.SSLContext`:

    
    
    public class InsecureSocketFactory extends SSLSocketFactory {
        protected SSLSocketFactory _factory;
        public InsecureSocketFactory() {
            try {
                SSLContext ctx = SSLContext.getInstance(""SSL"");
                ctx.init(null, new TrustManager[] { new InsecureTrustManager() }, null);
                _factory = ctx.getSocketFactory();
            } catch (Exception e) {
                throw new RuntimeException(e);
            }
        }
    }
    

In the example above, the `InsecureSocketFactory` accepts all certificates
silently, which even bypasses the check for trustmanagers","The compliant solution may vary, depending on the actual implementation. For
examples of secure implementation such as using a self-signed server
certificate, please refer to [Android Application Secure Design/Secure Coding
Guidebook](https://www.jssec.org/dl/android_securecoding_en.pdf), Section 5.4
Communicate by HTTPS.","If proper implementation of SSL is not used, sensitive data may leak from the
vulnerable SSL communication channel.",,M5,CWE-296,"MSTG-CRYPTO-2, MSTG-CRYPTO-3, MSTG-CRYPTO-3",MASVS-CRYPTO-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,HostnameVerifier Allowing All Hostnames,Static,Passed,,0.0,,"Implements AllowAllHostname verifier which might allow hacker to eavesdrop
into the connection.","The following code extends `HttpClient` class that inherits
`javax.net.ssl.SSLContext`:

    
    
    public void allowAllHostnameVerifier() {
        SSLSocketFactory sf = null;
    
        sf.setHostnameVerifier(SSLSocketFactory.ALLOW_ALL_HOSTNAME_VERIFIER);
    }
    

This will enable the use of `SSLSocketFactory.ALLOW\_ALL\_HOSTNAME\_VERIFIER`
as a result, host name verification that should take place when establishing
an SSL connection is disabled and will lead to the same situation as all the
certificate is trusted.","Never use `SSLSocketFactory.ALLOW\_ALL\_HOSTNAME\_VERIFIER` in production code

Please refer to [Android Application Secure Design/Secure Coding
Guidebook](https://www.jssec.org/dl/android_securecoding_en.pdf), Section 5.4
Communicate by HTTPS.","In the event that a user (anonymous or verified) is able to execute over-
privileged functionality, the business may experience:

  * Reputational Damage
  * Fraud
  * Information Theft",,M5,CWE-297,MSTG-NETWORK-3,MASVS-NETWORK-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Broken SSL Trust Manager,Static,Passed,,0.0,,"Implements naive certificate check. This Trust Manager breaks certificate
validation.","The following code implements a custom `MySSLSocketFactory` class that
inherits `javax.net.ssl.SSLContext:`

    
    
    public void emptyTrustManager() throws IOException, KeyManagementException, NoSuchAlgorithmException {
        TrustManager tm = new X509TrustManager() {
    
            @Override
            public void checkClientTrusted(X509Certificate[] chain,
                    String authType) throws CertificateException {
                // Do nothing -> accept any certificates
            }
    
            @Override
            public void checkServerTrusted(X509Certificate[] chain,
                    String authType) throws CertificateException {
                // Do nothing -> accept any certificates
            }
    
            @Override
            public X509Certificate[] getAcceptedIssuers() {
                return null;
            }
        };
    }
    

In the example above, `checkClientTrusted()` and `checkServerTrusted()` are
overridden to make a blank implementation so that SSLSocketFactory does not
verify the SSL certificate. The MySSLSocketFactory class is used to create an
instance of HttpClient in another part of the application.","The compliant solution is given below which shows how to solve the issue with
the non compliant code:

    
    
    public void checkCertTrusted(X509Certificate[] chain, String authType, boolean isServer) throws CertificateException {
        try {
            if (isServer)
                appTrustManager.checkServerTrusted(chain, authType);
            else
                appTrustManager.checkClientTrusted(chain, authType);
        } catch (CertificateException ae) {
            // if the cert is stored in our appTrustManager, we ignore expiredness
            if (isExpiredException(ae)) {
                Log.i(""log"", ""accepting expired certificate from keystore"");
                return;
            }
            if (isCertKnown(chain[0])) {
                Log.i(""log"", ""accepting cert already stored in keystore"");
                return;
            }
            try {
                if (defaultTrustManager == null)
                    throw ae;
                Log.d(""log"", ""trying defaultTrustManager"");
                if (isServer)
                    defaultTrustManager.checkServerTrusted(chain, authType);
                else
                    defaultTrustManager.checkClientTrusted(chain, authType);
            } catch (CertificateException e) {
                Log.d(""log"", ""defaultTrustManager failed: "" + e);
                interactCert(chain, authType, e);
            }
        }
    }
    
    public void checkTrustManager() throws IOException, KeyManagementException, NoSuchAlgorithmException {
        TrustManager tm = new X509TrustManager() {
    
            @Override
            public void checkClientTrusted(X509Certificate[] chain,
                    String authType) throws CertificateException {
                checkCertTrusted(chain, authType, false);
            }
    
            @Override
            public void checkServerTrusted(X509Certificate[] chain,
                    String authType) throws CertificateException {
                checkCertTrusted(chain, authType, false);
            }
    
            @Override
            public X509Certificate[] getAcceptedIssuers() {
                return defaultTrustManager.getAcceptedIssuers();
            }
        };
    }
    

The method `checkCertTrusted()` gives an idea about how to solve this issue.
If a custom keystore is being used to load certificates then we need to define
and do a failsafe load of those certificates.","In the event that a user (anonymous or verified) is able to execute over-
privileged functionality, the business may experience:

  * Reputational Damage
  * Fraud
  * Information Theft",,M5,CWE-296,MSTG-NETWORK-3,MASVS-NETWORK-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Broken HostnameVerifier for SSL,Static,Passed,,0.0,,"Implements naive hostname verification. This HostnameVerifier breaks
certificate validation!","The following code inherits `javax.net.ssl.SSLContext`:

    
    
    public void HostnameVerifier() {
        HostnameVerifier hv = new HostnameVerifier() {
            @Override
            public boolean verify(String hostname, SSLSession session) {
                // Always return true -> Accept any host names
                return true;
            }
        };
    }
    

`HostnameVerifier` will always return true without checking the contents or
verifying the hostname","The code example shows how to verify hostname using a wrapper
`HostnameVerifier` which also checks for custom loaded certificates

    
    
    public HostnameVerifier wrapHostnameVerifier(final HostnameVerifier defaultVerifier) {
        if (defaultVerifier == null)
            throw new IllegalArgumentException(""The default verifier may not be null"");
    
        return new SecuringHostnameVerifier(defaultVerifier);
    }
    
    class SecuringHostnameVerifier implements HostnameVerifier {
        private HostnameVerifier defaultVerifier;
    
        public MemorizingHostnameVerifier(HostnameVerifier wrapped) {
            defaultVerifier = wrapped;
        }
    
        @Override
        public boolean verify(String hostname, SSLSession session) {
            Log.d(""log"", ""hostname verifier for "" + hostname + "", trying default verifier first"");
            // if the default verifier accepts the hostname, we are done
            if (defaultVerifier.verify(hostname, session)) {
                Log.d(""log"", ""default verifier accepted "" + hostname);
                return true;
            }
            // otherwise, we check if the hostname is an alias for this cert in our keystore
            try {
                X509Certificate cert = (X509Certificate)session.getPeerCertificates()[0];
                if (cert.equals(appKeyStore.getCertificate(hostname.toLowerCase(Locale.US)))) {
                    Log.d(""log"", ""certificate for "" + hostname + "" is in keystore. accepting."");
                    return true;
                } else {
                    Log.d(""log"", ""server "" + hostname + "" provided wrong certificate."");
                    return false;
                }
            } catch (Exception e) {
                e.printStackTrace();
                return false;
            }
        }
    }
    ","In the event that a user (anonymous or verified) is able to execute over-
privileged functionality, the business may experience:

  * Reputational Damage
  * Fraud
  * Information Theft",,M5,CWE-296,MSTG-NETWORK-3,MASVS-NETWORK-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Improper Custom Permissions,Static,Passed,,0.0,,"A custom permission controls whether other applications can access the
affected apps features. The use of the dangerous label places no restrictions
on which apps can access the application declaring the permission but the user
will be warned that the dangerous permission is required during installation.",,"Remove custom permissions which are not required from the custom-permission
sets defined in the `AndroidManifest.xml`",,,M8,CWE-250,MSTG-PLATFORM-1,MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Unprotected Services,Static,Passed,,0.0,,"A service was found to be shared with other apps on the device without an
intent filter or a permission requirement therefore leaving it accessible to
any other application on the device.",,"Always protect the Activity with `export=false`

    
    
    <activity exported=""false"" />
    ","Data can be shared through other services resulting in loss of sensitive
information.",,M8,CWE-926,"MSTG-PLATFORM-3, MSTG-PLATFORM-4",MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Insecure Content Security Policy,API,Untested,,0.0,,"An improperly configured CSP can allow attackers to inject malicious scripts
into a web page. This can lead to: * Cross-Site Scripting (XSS): Attackers can
execute arbitrary JavaScript in the user's browser, potentially stealing
credentials, session tokens, or performing other malicious actions. * Other
Attacks: A weak CSP can also weaken defenses against clickjacking, frame
injection, and other web-based attacks.","
    Examples of insecure CSP headers:
    * `Content-Security-Policy: default-src *;` (Allows loading resources from any origin)
    * `Content-Security-Policy: script-src 'unsafe-inline';` (Allows execution of inline scripts)
    * `Content-Security-Policy: script-src 'unsafe-eval';` (Allows the use of eval() and similar functions)
    * `Content-Security-Policy: ;` (Missing CSP header)
    ","
    A strong CSP should:
    * Explicitly allow only trusted sources for scripts and other resources.
    * Avoid 'unsafe-inline' and 'unsafe-eval' where possible.
    * Use nonces or hashes for scripts and styles.
    * Restrict the 'default-src' directive.
    * Consider using 'strict-dynamic' for modern browsers.
    
    Example of a secure CSP header:
        Content-Security-Policy:
            default-src 'none';
            script-src 'self' 'nonce-r4nd0m';
            style-src 'self' 'sha256-YjMzZDyZA3FvN0JjYqUjE6n9igKZi4awCeqj0d4f4k=';
            object-src 'none';
            frame-ancestors 'self';
            form-action 'self';
            base-uri 'self';
            report-uri /csp-violation-report-endpoint;
            upgrade-insecure-requests;
    ","  * Data breaches: Successful script injection can lead to the theft of sensitive user data.
  * Website defacement: Attackers can modify the appearance of a website, harming its reputation.
  * Loss of user trust: Users may lose trust in a website that is vulnerable to attacks.
  * Financial loss: In e-commerce scenarios, attackers can hijack transactions or steal payment information.",,,"CWE-693, CWE-1021, CWE-16",,,API8:2023,V14.5.3,,"Art-25-GDPR, Art-32-GDPR",,,,6.4,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Cloud Storage Bucket - Enumeration & Access Control,API,Untested,,0.0,,"Cloud storage buckets with insufficient access control or enumeration
restrictions can allow unauthorized users to enumerate or access data. This
can be exploited by attackers to gain insights into the structure and contents
of a bucket, potentially leading to data exposure. This testcase verifies that
proper access controls are in place, preventing unauthorized access or listing
of bucket contents, ensuring sensitive data remains protected across cloud
buckets.","Here is an example of a non-compliant bucket policy:

    
    
    {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
            {
                ""Sid"": ""PublicReadAccess"",
                ""Effect"": ""Allow"",
                ""Principal"": ""*"",
                ""Action"": [
                    ""s3:ListBucket"",
                    ""s3:GetBucketAcl"",
                    ""s3:PutBucketAcl""
                ],
                ""Resource"": ""arn:aws:s3:::YOUR-BUCKET-NAME""
            }
        ]
    }
    

The bucket is accessible to all users, which can lead to data exposure.","Here is an example of a secure bucket policy:

    
    
    {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
            {
                ""Sid"": ""DenyListBucket"",
                ""Effect"": ""Deny"",
                ""Principal"": ""*"",
                ""Action"": ""s3:ListBucket"",
                ""Resource"": ""arn:aws:s3:::YOUR-BUCKET-NAME""
            },
            {
                ""Sid"": ""DenyBucketAclOperations"",
                ""Effect"": ""Deny"",
                ""Principal"": ""*"",
                ""Action"": [
                    ""s3:GetBucketAcl"",
                    ""s3:PutBucketAcl""
                ],
                ""Resource"": ""arn:aws:s3:::YOUR-BUCKET-NAME""
            }
        ]
    }
    

The bucket is protected by a deny policy that prevents unauthorized access and
listing.","Failure to properly secure cloud storage buckets exposes organizations to
significant risks, including data breaches, intellectual property theft, and
regulatory non-compliance.",,,CWE-552,,,API8:2023,V14.5.3,,"Art-25-GDPR, Art-32-GDPR",,,,4.1,2025-10-30 07:30:08.953149+00:00
